,seller,ovrall_rating,rating,date,desc,comment
2677,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 27, 2019",User bought Call of Duty: Black Ops II Steam Key GLOBAL,
2678,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 27, 2019",User bought Surviving Mars Steam Key GLOBAL,
2679,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 27, 2019",User bought Command & Conquer Ultimate Collection Origin Key GLOBAL,Very Fast 100%
2680,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 26, 2019",User bought Fallout 4 Steam Key GLOBAL,
2681,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 26, 2019",User bought Call of Duty: Black Ops Steam Key GLOBAL,
2682,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 26, 2019",User bought The Sims 4: Get Famous Origin Key GLOBAL,yes is the game is ok ... what i have to say?
2683,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 26, 2019",User bought Battlefield 3 Premium Edition Origin Key GLOBAL,
2684,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 26, 2019",User bought Human: Fall Flat Steam Key GLOBAL,Fast response    everytime again 
2685,Gbgames,91%Positive feedback|10099,#icon-negative,"Jun 26, 2019",User bought Minecraft: Windows 10 Edition Microsoft Key GLOBAL,
2686,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 26, 2019",User bought Minecraft: Windows 10 Edition Microsoft Key GLOBAL,
2687,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 26, 2019",User bought Call of Duty: Modern Warfare 3 Steam Key GLOBAL,
2688,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 25, 2019",User bought Minecraft: Windows 10 Edition Microsoft Key GLOBAL,
2689,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 25, 2019",User bought Command & Conquer Ultimate Collection Origin Key GLOBAL,works
2690,Gbgames,91%Positive feedback|10099,#icon-negative,"Jun 25, 2019",User bought Minecraft: Windows 10 Edition Microsoft Key GLOBAL,**** these mojang ****s scazmming ****s.
2691,Gbgames,91%Positive feedback|10099,#icon-negative,"Jun 25, 2019",User bought Minecraft: Windows 10 Edition Microsoft Key GLOBAL,Key did not work at all 
2692,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 25, 2019",User bought Wolfenstein: The New Order Steam Key ROW,
2693,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 25, 2019",User bought Assassin's Creed Rogue Uplay Key GLOBAL,
2694,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 25, 2019",User bought Minecraft: Windows 10 Edition Microsoft Key GLOBAL,Code worked.
2695,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 25, 2019",User bought Call of Duty: Black Ops II Steam Key GLOBAL,
2696,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 25, 2019",User bought Call of Duty: Black Ops II Steam Key GLOBAL,thanks papi
2697,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 25, 2019",User bought Dead Island Definitive Collection Steam Key GLOBAL,arrived instantly and worked perfectly! Thanks!
2698,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 25, 2019",User bought Call of Duty: Black Ops II Steam Key GLOBAL,Nice.
2699,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 25, 2019",User bought Minecraft: Windows 10 Edition Microsoft Key GLOBAL,fast good better than the last time when i use it was was 2 years ago when i didnt get my product 
2700,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 24, 2019",User bought Grand Theft Auto Online: Great White Shark Cash Card XBOX LIVE 1 250 000 Key GLOBAL,Code i bought was redeemed already
2701,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 24, 2019",User bought Life Is Strange Complete Season (Episodes 1-5) Steam Key GLOBAL,
2702,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 24, 2019",User bought The Dark Eye: Demonicon Steam Key GLOBAL,OK
2703,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 24, 2019",User bought Cities: Skylines Steam Key GLOBAL,Good
2704,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 24, 2019",User bought Euro Truck Simulator 2 Steam Key GLOBAL,thanks 
2705,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 24, 2019",User bought Minecraft: Windows 10 Edition Microsoft Key GLOBAL,
2706,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 24, 2019",User bought Human: Fall Flat Steam Key GLOBAL,"ff85147c-71ed-423c-af86-dc60d14a1e62. The product was sent fast and safe
fast delivery
"
2707,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 24, 2019",User bought Call of Duty: Black Ops II Steam Key GLOBAL,
2708,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 24, 2019",User bought Grand Theft Auto V Rockstar Key GLOBAL,"Nice!
"
2709,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 23, 2019",User bought The Sims 3: Generations Key Origin GLOBAL,
2710,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 23, 2019",User bought The Sims 3: Seasons Origin Key GLOBAL,
2711,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 23, 2019",User bought Watch Dogs 2 Uplay Key EUROPE,
2712,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 23, 2019",User bought Grand Theft Auto Online: Megalodon Shark Cash Card Rockstar 8 000 000 Key GLOBAL PC,Thank you👍👍
2713,Gbgames,91%Positive feedback|10099,#icon-negative,"Jun 23, 2019",User bought RollerCoaster Tycoon 3: Platinum Steam Key GLOBAL,"Hi,
The instructions does not match, access to ""steam"" doesn't work, there is no ability to reach ""accept gift""
Please refund my account and cancel the order
Thanks"
2714,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 23, 2019",User bought Ori and the Blind Forest: Definitive Edition Steam Key GLOBAL,
2715,Gbgames,91%Positive feedback|10099,#icon-negative,"Jun 23, 2019",User bought Grand Theft Auto V Rockstar Key GLOBAL,
2716,Gbgames,91%Positive feedback|10099,#icon-negative,"Jun 23, 2019",User bought Grand Theft Auto V Rockstar Key GLOBAL,Not working the key ring!
2717,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 23, 2019",User bought Human: Fall Flat Steam Key GLOBAL,
2718,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 23, 2019",User bought Sniper Elite 3 Steam Key GLOBAL,Vury Gud Purchees
2719,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 22, 2019",User bought Max Payne 3 Complete Edition Steam Key GLOBAL,Good job on labeling both codes with DLC seperating them.
2720,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 22, 2019",User bought F1 2018 Steam Key GLOBAL,"Good gameplay
 87c05a1a-b958-4419-a5f7-f22959bd670b."
2721,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 22, 2019",User bought The Sims 4 Origin Key GLOBAL,
2722,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 22, 2019",User bought Total War: WARHAMMER Steam Key GLOBAL,
2723,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 22, 2019",User bought Grand Theft Auto Online: Megalodon Shark Cash Card Rockstar 8 000 000 Key GLOBAL PC,
2724,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 22, 2019",User bought Sniper Elite 4 Steam Key GLOBAL,
2725,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 22, 2019",User bought Playstation Plus CARD PSN NORTH AMERICA 365 Days,very good
2726,Gbgames,91%Positive feedback|10099,#icon-negative,"Jun 22, 2019",User bought Grand Theft Auto V Rockstar Key GLOBAL,Key is invalid
2727,Gbgames,91%Positive feedback|10099,#icon-negative,"Jun 21, 2019",User bought Grand Theft Auto V Rockstar Key GLOBAL,Key not working !
2728,Gbgames,91%Positive feedback|10099,#icon-negative,"Jun 21, 2019",User bought Grand Theft Auto V Rockstar Key GLOBAL,clé ne marche pas
2729,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 21, 2019",User bought Batman: Arkham Origins Steam Key GLOBAL,
2730,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 21, 2019",User bought Sid Meier's Civilization VI Steam Key GLOBAL,
2731,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 21, 2019",User bought Grid 2 Steam Key GLOBAL,
2732,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 21, 2019",User bought Grand Theft Auto Online: Megalodon Shark Cash Card Rockstar 8 000 000 Key GLOBAL PC,??
2733,Gbgames,91%Positive feedback|10099,#icon-negative,"Jun 21, 2019",User bought Grand Theft Auto V Rockstar Key GLOBAL,i cant found where to put the code the guilde is bad
2734,Gbgames,91%Positive feedback|10099,#icon-negative,"Jun 21, 2019",User bought Xbox Live Gold Trial Code XBOX LIVE 14 Days GLOBAL,No funciona el código
2735,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 21, 2019",User bought RollerCoaster Tycoon 3: Platinum Steam Key GLOBAL,
2736,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 21, 2019",User bought Killing Floor 2 - Deluxe Edition Steam Key GLOBAL,
2737,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 21, 2019",User bought Watch Dogs 2 Uplay Key EUROPE,got my code and it worked
2738,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 21, 2019",User bought American Truck Simulator - Oregon Steam Key GLOBAL,Key worked great. Simple transaction. Thanks!
2739,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 21, 2019",User bought Cities: Skylines - Mass Transit Steam Key GLOBAL,Quick and easy
2740,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 21, 2019",User bought Tales of Berseria Steam Key GLOBAL,
2741,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 20, 2019",User bought Cities: Skylines Steam Key GLOBAL,
2742,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 20, 2019",User bought DRAGON BALL FighterZ Steam Key GLOBAL,got the key now its downloading ;)
2743,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 20, 2019",User bought Euro Truck Simulator 2 - Beyond the Baltic Sea Steam Key GLOBAL,
2744,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 20, 2019",User bought Euro Truck Simulator 2 - Italia Steam PC Key GLOBAL,
2745,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 20, 2019",User bought Euro Truck Simulator 2 - Scandinavia Steam Key GLOBAL,
2746,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 20, 2019",User bought Euro Truck Simulator 2 - Scandinavia Steam Key GLOBAL,
2747,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 20, 2019",User bought Deus Ex: Mankind Divided Steam Key GLOBAL,Code was ****
2748,Gbgames,91%Positive feedback|10099,#icon-negative,"Jun 20, 2019",User bought Command & Conquer Ultimate Collection Origin Key GLOBAL,"Code is wrong :( I contact seller and nothing happens, fake code :("
2749,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 20, 2019",User bought The Dark Eye: Demonicon Steam Key GLOBAL,
2750,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 20, 2019",User bought Sniper Elite 3 Steam Key GLOBAL,
2751,Gbgames,91%Positive feedback|10099,#icon-negative,"Jun 20, 2019",User bought Total War: ROME II - Emperor Edition Steam Key GLOBAL,Game code did not work
2752,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 20, 2019",User bought Steam Gift Card 5 USD Steam Key GLOBAL,all good
2753,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 20, 2019",User bought Dark Souls II: Scholar of the First Sin Steam Key GLOBAL,Got the game instantly and currently downloading it!
2754,Gbgames,91%Positive feedback|10099,#icon-negative,"Jun 19, 2019",User bought Xbox Live Gold Trial Code XBOX LIVE 14 Days GLOBAL,Key did not work!
2755,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 19, 2019",User bought Cities: Skylines Steam Key GLOBAL,
2756,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 19, 2019",User bought Stellaris: Utopia Key Steam GLOBAL,
2757,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 19, 2019",User bought DRAGON BALL FighterZ Steam Key GLOBAL,
2758,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 19, 2019",User bought Mad Max Steam Key GLOBAL,"Thank you, Have a nice day~☆"
2759,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 19, 2019",User bought Grid 2 Steam Key GLOBAL,Doesnt actually ****  but I think that's down to my PC and not the ****
2760,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 19, 2019",User bought Watch Dogs 2 Uplay Key EUROPE,
2761,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 19, 2019",User bought Steam Gift Card 10 USD Steam Key GLOBAL,good seller
2762,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 19, 2019",User bought Turmoil Steam Key GLOBAL,
2763,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 19, 2019",User bought SUPERHOT Steam Key GLOBAL,
2764,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 19, 2019",User bought Darkest Dungeon Steam Key GLOBAL,Fast and easy
2765,Gbgames,91%Positive feedback|10099,#icon-negative,"Jun 19, 2019",User bought Call of Duty: Black Ops II Steam Key GLOBAL,Invalid key 
2766,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 19, 2019",User bought Call of Duty: Black Ops II Steam Key GLOBAL,
2767,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 19, 2019",User bought Call of Duty 4: Modern Warfare Steam Key GLOBAL,
2768,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 18, 2019",User bought Call of Duty 4: Modern Warfare Steam Key GLOBAL,vg
2769,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 18, 2019",User bought Grand Theft Auto Online: The Whale Shark Cash Card XBOX LIVE 3 500 000 Key GLOBAL,
2770,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 18, 2019",User bought Call of Duty: Black Ops II Steam Key GLOBAL,very nice got my order instantly
2771,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 18, 2019",User bought Project CARS 2 Steam Key GLOBAL,
2772,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 18, 2019",User bought Call of Duty: Black Ops II Steam Key GLOBAL,
2773,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 18, 2019","User bought Warhammer 40,000: Dawn of War III Steam Key GLOBAL",
2774,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 18, 2019",User bought The Sims 4 Origin Key GLOBAL,Leave your comment (optional)
2775,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 18, 2019",User bought RollerCoaster Tycoon 3: Platinum Steam Key GLOBAL,
2776,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 18, 2019",User bought Tower Unite Steam Key GLOBAL,Went very ****ooth and exactly how i wish more websites did it
2777,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 17, 2019",User bought Grid 2 Steam Key GLOBAL,
2778,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 17, 2019",User bought Total War: SHOGUN 2 Gold Edition Steam Key GLOBAL,"My first time using this website, I picked the game I want, Paid the amount and immediately got the key and it worked Love the site will definitively be buying from here again.  "
2779,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 17, 2019",User bought Wolfenstein II: The New Colossus Steam Key GLOBAL,Fast & secure!
2780,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 17, 2019",User bought Call of Duty: Black Ops II Steam Key GLOBAL,
2781,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 17, 2019",User bought Euro Truck Simulator 2 - Scandinavia Steam Key GLOBAL,
2782,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 17, 2019",User bought Call of Duty 4: Modern Warfare Steam Key GLOBAL,worked great!!!
2783,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 16, 2019",User bought The Elder Scrolls V: Skyrim Steam Key EUROPE,"Everything is OK. I recommend a contractor
The Elder Scrolls V: Skyrim Steam Key EUROPE"
2784,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 16, 2019",User bought DiRT Rally Steam Key GLOBAL,
2785,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 16, 2019",User bought F1 2018 Steam Key GLOBAL,+10
2786,Gbgames,91%Positive feedback|10099,#icon-negative,"Jun 16, 2019",User bought Minecraft: Windows 10 Edition Microsoft Key GLOBAL,"1. Key is invalid
2. I cant give my money back"
2787,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 16, 2019","User bought Warhammer 40,000: Dawn of War III Steam Key GLOBAL",
2788,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 16, 2019",User bought Euro Truck Simulator 2 Steam Key GLOBAL,
2789,Gbgames,91%Positive feedback|10099,#icon-negative,"Jun 16, 2019",User bought Minecraft: Windows 10 Edition Microsoft Key GLOBAL,why I cant play it
2790,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 16, 2019",User bought Cities: Skylines Steam Key GLOBAL,Very fast and easy
2791,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 16, 2019",User bought Project CARS 2 Steam Key GLOBAL,
2792,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 16, 2019",User bought Call of Duty: Black Ops II Steam Key GLOBAL,thx
2793,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 15, 2019",User bought Call of Duty: Black Ops II Steam Key GLOBAL,great!
2794,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 15, 2019",User bought The Sims 3: Seasons Origin Key GLOBAL,
2795,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 15, 2019",User bought Total War: WARHAMMER Steam Key GLOBAL,"Simpletement "" Parfait""
"
2796,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 15, 2019",User bought Wolfenstein: The New Order Steam Key ROW,
2797,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 15, 2019",User bought Company of Heroes Complete Pack Steam Key GLOBAL,
2798,Gbgames,91%Positive feedback|10099,#icon-negative,"Jun 15, 2019",User bought Call of Duty: Black Ops II Steam Key GLOBAL,My CD-KEY did not work i am requesting a refund or a new CD-KEY 
2799,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 15, 2019",User bought SUPERHOT Steam Key GLOBAL,Key worked so i have no complaints!
2800,Gbgames,91%Positive feedback|10099,#icon-negative,"Jun 15, 2019",User bought Far Cry 3 Uplay Key GLOBAL,not a valid key
2801,Gbgames,91%Positive feedback|10099,#icon-negative,"Jun 14, 2019",User bought The Sims 4 Origin Key GLOBAL,im not because i cant enter my key and i cant play actually the game
2802,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 14, 2019",User bought Call of Duty: Black Ops II Steam Key GLOBAL,fast easy 100% going to use G2A again this was a first buy on G2A for me :)
2803,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 14, 2019",User bought Call of Duty: Black Ops II Steam Key GLOBAL,worked perfectly :)
2804,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 14, 2019",User bought Call of Duty: Black Ops II Steam Key GLOBAL,"Very quick and easy!
Hard to find this game for PC without paying the full $70!
"
2805,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 14, 2019",User bought Project CARS 2 Steam Key GLOBAL,
2806,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 13, 2019",User bought Call of Duty: Black Ops II Steam Key GLOBAL,
2807,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 13, 2019",User bought Conan Exiles Steam Key GLOBAL,
2808,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 13, 2019",User bought Company of Heroes 2 Steam Key GLOBAL,
2809,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 13, 2019",User bought Overwatch Battle.net Key GLOBAL,
2810,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 13, 2019",User bought Call of Duty: Black Ops II Steam Key GLOBAL,"quick, easy. thanks"
2811,Gbgames,91%Positive feedback|10099,#icon-negative,"Jun 13, 2019",User bought Grand Theft Auto V Rockstar Key GLOBAL,invalid grand theft auto key
2812,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 13, 2019",User bought Grand Theft Auto V Rockstar Key GLOBAL,
2813,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 12, 2019",User bought Grand Theft Auto V Rockstar Key GLOBAL,Thank you it works :)ni gger
2814,Gbgames,91%Positive feedback|10099,#icon-negative,"Jun 12, 2019",User bought Grand Theft Auto V Rockstar Key GLOBAL,"I GOT SCAMMED 
"
2815,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 12, 2019",User bought Call of Duty: Black Ops II Steam Key GLOBAL,
2816,Gbgames,91%Positive feedback|10099,#icon-negative,"Jun 12, 2019",User bought Battlefield 3 Premium Edition Origin Key GLOBAL,code is invalid
2817,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 12, 2019",User bought Call of Duty: Black Ops II Steam Key GLOBAL,Very Quick Very Good 100 Percent Would Recomend 
2818,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 12, 2019",User bought Command & Conquer Ultimate Collection Origin Key GLOBAL,
2819,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 12, 2019",User bought Ori and the Blind Forest: Definitive Edition Steam Key GLOBAL,
2820,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 12, 2019",User bought Cities: Skylines Steam Key GLOBAL,perfect
2821,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 12, 2019",User bought Grid 2 Steam Key GLOBAL,"gites
"
2822,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 12, 2019",User bought Grand Theft Auto V Rockstar Key GLOBAL,a
2823,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 12, 2019",User bought Grand Theft Auto V Rockstar Key GLOBAL,
2824,Gbgames,91%Positive feedback|10099,#icon-negative,"Jun 12, 2019",User bought Total War: WARHAMMER Steam Key GLOBAL,I have tried multiply times and it is not working.
2825,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 12, 2019",User bought Playstation Plus CARD PSN NORTH AMERICA 365 Days,Perfect no problem at all 
2826,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 11, 2019",User bought Project CARS 2 Steam Key GLOBAL,
2827,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 11, 2019",User bought The Sims 4 Origin Key GLOBAL,Thanks!!
2828,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 11, 2019",User bought Fallout 4 Steam Key GLOBAL,"Yes, i have it"
2829,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 11, 2019",User bought Diablo 3: Rise of the Necromancer Pack Battle.net Key GLOBAL,Got my Key. It worked fine. Thanks!
2830,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 11, 2019",User bought Total War: ROME II - Emperor Edition Steam Key GLOBAL,
2831,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 11, 2019",User bought Fallout 3 Steam Key GLOBAL,
2832,Gbgames,91%Positive feedback|10099,#icon-negative,"Jun 11, 2019",User bought Surviving Mars Steam Key GLOBAL,
2833,Gbgames,91%Positive feedback|10099,#icon-negative,"Jun 10, 2019",User bought PlayStation Network Gift Card 20 USD PSN UNITED STATES,
2834,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 10, 2019",User bought Call of Duty: Black Ops II Steam Key GLOBAL,Great seller! Extremely reasonable price for a game that's $60 on steam. I would do business anytime in the future! 
2835,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 10, 2019",User bought DRAGON BALL FighterZ Steam Key GLOBAL,
2836,Gbgames,91%Positive feedback|10099,#icon-negative,"Jun 10, 2019",User bought Overwatch Battle.net Key GLOBAL,Gowno
2837,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 09, 2019",User bought American Truck Simulator Steam Key GLOBAL,
2838,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 09, 2019",User bought Command & Conquer Ultimate Collection Origin Key GLOBAL,
2839,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 09, 2019",User bought Grand Theft Auto V Rockstar Key GLOBAL,What will I do
2840,Gbgames,91%Positive feedback|10099,#icon-negative,"Jun 09, 2019",User bought SUPERHOT Steam Key GLOBAL,the key doesnt work
2841,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 08, 2019",User bought Grand Theft Auto Online: Megalodon Shark Cash Card Rockstar 8 000 000 Key GLOBAL PC,
2842,Gbgames,91%Positive feedback|10099,#icon-negative,"Jun 07, 2019",User bought Battlefield 3 Premium Edition Origin Key GLOBAL,"plz don ""t purchase any key from this seller.
worst seller I have ever **** recently I purchase a key but that key is invalid I try to contact the seller but never reply or **** 

worst ****"
2843,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 07, 2019",User bought Playstation Plus CARD PSN NORTH AMERICA 365 Days,
2844,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 06, 2019",User bought Grid 2 Steam Key GLOBAL,
2845,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 06, 2019",User bought Playstation Plus CARD PSN NORTH AMERICA 365 Days,
2846,Gbgames,91%Positive feedback|10099,#icon-negative,"Jun 06, 2019",User bought Grand Theft Auto V Rockstar Key GLOBAL,
2847,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 06, 2019",User bought Dark Souls II: Scholar of the First Sin Steam Key GLOBAL,
2848,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 06, 2019",User bought Call of Duty: Black Ops II Steam Key GLOBAL,perfect
2849,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 06, 2019",User bought Call of Duty: Black Ops II Steam Key GLOBAL,"first purchase here, definitely worth the buy!"
2850,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 06, 2019",User bought Men of War: Assault Squad 2 - Complete Edition Steam Key GLOBAL,
2851,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 06, 2019",User bought Conan Exiles Steam Key GLOBAL,
2852,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 05, 2019",User bought Wolfenstein: The New Order Steam Key ROW,
2853,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 05, 2019",User bought Wolfenstein: The Old Blood Steam Key GLOBAL,
2854,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 05, 2019",User bought Cyberdimension Neptunia: 4 Goddesses Online Steam Key GLOBAL,
2855,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 05, 2019",User bought Killing Floor 2 - Deluxe Edition Steam Key GLOBAL,good and fast
2856,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 05, 2019",User bought Grand Theft Auto V Rockstar Key GLOBAL,good
2857,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 05, 2019",User bought Grand Theft Auto IV Complete Edition Steam Key GLOBAL,
2858,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 05, 2019",User bought Company of Heroes 2 Steam Key GLOBAL,
2859,Gbgames,91%Positive feedback|10099,#icon-negative,"Jun 05, 2019",User bought Grand Theft Auto Online: Megalodon Shark Cash Card Rockstar 8 000 000 Key GLOBAL PC,
2860,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 05, 2019",User bought Fallout 4 Season Pass Key Steam GLOBAL,
2861,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 05, 2019",User bought Battlefield 3 Premium Edition Origin Key GLOBAL,
2862,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 04, 2019",User bought The Elder Scrolls V: Skyrim Steam Key EUROPE,
2863,Gbgames,91%Positive feedback|10099,#icon-positive,"Jun 04, 2019",User bought Call of Duty: Black Ops II Steam Key GLOBAL,Basel 
