,seller,ovrall_rating,rating,date,desc,comment
0,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Jul 11, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,a key doesn't work
1,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Jul 11, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,"same games i purchace 2 and all wer the same
"
2,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Jul 11, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,"all games was aprox 10$ so good deal 
"
3,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Jul 10, 2019",User bought Minecraft: Windows 10 Edition Microsoft Key GLOBAL,had an issue with the key i purchased. contacted seller and they immediately fixed it.
4,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Jul 09, 2019",User bought Minecraft: Windows 10 Edition Microsoft Key GLOBAL,"1st key was invalid, but after submitting a report, the seller had a quick turnaround to give me a new key that worked."
5,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Jul 08, 2019",User bought Minecraft: Windows 10 Edition Microsoft Key GLOBAL,"key not valid
"
6,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Jul 08, 2019",User bought Random 10 Keys Steam Key GLOBAL,
7,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Jul 05, 2019",User bought Loren the Amazon Princess - Deluxe Version Steam Key GLOBAL,
8,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Jul 05, 2019",User bought Scourge: Outbreak Ambrosia Bundle Steam Key GLOBAL,
9,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Jul 05, 2019",User bought Wildlife Park 3 STEAM CD-KEY GLOBAL,
10,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Jul 04, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,EVERTHING OK
11,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Jul 03, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,
12,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Jul 03, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,
13,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Jul 03, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,Scammer 
14,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Jul 03, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,"very nice guys so today guys we're ra
ting it 5 stars guys"
15,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Jul 03, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,
16,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Jul 02, 2019",User bought Minecraft: Windows 10 Edition Microsoft Key GLOBAL,
17,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Jul 02, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,gave a free game code disappointed 
18,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Jun 29, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,terrible games
19,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Jun 27, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,
20,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Jun 25, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,key doesnt work
21,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Jun 25, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,I buy again and i have this ****
22,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Jun 25, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,they aren't PREMIUM KEYS!!!
23,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Jun 24, 2019",User bought Minecraft: Windows 10 Edition Microsoft Key GLOBAL,
24,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Jun 22, 2019",User bought Transport Giant Steam Key GLOBAL,
25,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Jun 21, 2019",User bought Random PREMIUM 1 Key Steam Key GLOBAL,
26,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Jun 21, 2019",User bought Random 10 Keys Steam Key GLOBAL,
27,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Jun 20, 2019",User bought Random PREMIUM 1 Key Steam Key GLOBAL,Very niceeeeee
28,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Jun 18, 2019",User bought Injustice: Gods Among Us - Ultimate Edition Steam Key GLOBAL,
29,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Jun 18, 2019",User bought Random 10 Keys Steam Key GLOBAL,Games are crap and duplicate from others
30,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Jun 17, 2019",User bought Random 10 Keys Steam Key GLOBAL,it came with the appropriate number of keys but a couple were even BUNDLES! including 2 or more games! amazing offer! will purchase again!
31,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Jun 16, 2019",User bought American Truck Simulator Steam Key GLOBAL,
32,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Jun 09, 2019",User bought Minecraft: Windows 10 Edition Microsoft Key GLOBAL,
33,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Jun 09, 2019",User bought Random 10 Keys Steam Key GLOBAL,
34,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Jun 06, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,
35,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Jun 06, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,"Pretty nice games, but one was under 8 euro's because it was on sale right now "
36,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Jun 06, 2019",User bought Sword of the Stars Complete Collection Steam Key GLOBAL,Brought 2 copies; one for myself and one for my dad so we could play together
37,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Jun 06, 2019",User bought Sword of the Stars Complete Collection Steam Key GLOBAL,Brought 2 copies; one for myself and one for my dad so we could play together
38,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Jun 06, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,
39,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Jun 06, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,
40,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Jun 06, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,
41,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Jun 05, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,
42,Odkbrseller,77%Positive feedback|2806,#icon-x,"Jun 05, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,Auto rate changed.
43,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Jun 05, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,słabe gry
44,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Jun 05, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,
45,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Jun 05, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,"So I bought two of these steam key packs, and I got the same 3 games that I had on the last one. This leads me to believe that there is just a pool of keys that will have multiple keys of the same game, and then they are drawn and then given to the buyer. Not hating on your business ways, but cmon."
46,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Jun 05, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,bad games
47,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Jun 05, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,love the keys
48,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Jun 04, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,"bien les clé gratuite XD
"
49,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Jun 04, 2019",User bought Five Nights at Freddy's: Sister Location Steam Key GLOBAL,
50,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Jun 01, 2019",User bought Five Nights at Freddy's: Sister Location Steam Key GLOBAL,
51,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Jun 01, 2019",User bought Random 10 Keys Steam Key GLOBAL,
52,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Jun 01, 2019",User bought Random PREMIUM 1 Key Steam Key GLOBAL,ANYTHING ELSE BUT A RACING GAME
53,Odkbrseller,77%Positive feedback|2806,#icon-positive,"May 30, 2019",User bought Minecraft: Windows 10 Edition Microsoft Key GLOBAL,Had some questions and the seller replied quickly. Would highly recommend!
54,Odkbrseller,77%Positive feedback|2806,#icon-negative,"May 30, 2019",User bought Minecraft: Windows 10 Edition Microsoft Key GLOBAL,aint valid fam
55,Odkbrseller,77%Positive feedback|2806,#icon-negative,"May 30, 2019",User bought Minecraft: Windows 10 Edition Microsoft Key GLOBAL,"it wasnt valid
"
56,Odkbrseller,77%Positive feedback|2806,#icon-negative,"May 30, 2019",User bought Minecraft: Windows 10 Edition Microsoft Key GLOBAL,"it was used already
"
57,Odkbrseller,77%Positive feedback|2806,#icon-negative,"May 30, 2019",User bought Minecraft: Windows 10 Edition Microsoft Key GLOBAL,it said it was already redeemed
58,Odkbrseller,77%Positive feedback|2806,#icon-positive,"May 28, 2019",User bought Magicka 2 Steam Key GLOBAL,
59,Odkbrseller,77%Positive feedback|2806,#icon-negative,"May 28, 2019",User bought Random 10 Keys Steam Key GLOBAL,"SHIT GAMES I SPENT 4 DOLLARS AND GOT 1$
 IN GAMES"
60,Odkbrseller,77%Positive feedback|2806,#icon-positive,"May 27, 2019",User bought Minecraft: Windows 10 Edition Microsoft Key GLOBAL,
61,Odkbrseller,77%Positive feedback|2806,#icon-positive,"May 25, 2019",User bought Killing Floor 2 Steam Key GLOBAL,
62,Odkbrseller,77%Positive feedback|2806,#icon-positive,"May 24, 2019",User bought Killing Floor Steam Key GLOBAL,"bought game for my friend, worked"
63,Odkbrseller,77%Positive feedback|2806,#icon-positive,"May 24, 2019",User bought Killing Floor Steam Key GLOBAL,I got the game and 2 guest p****es
64,Odkbrseller,77%Positive feedback|2806,#icon-positive,"May 24, 2019",User bought Minecraft: Windows 10 Edition Microsoft Key GLOBAL,
65,Odkbrseller,77%Positive feedback|2806,#icon-positive,"May 20, 2019",User bought Random PREMIUM 1 Key Steam Key GLOBAL,good
66,Odkbrseller,77%Positive feedback|2806,#icon-positive,"May 18, 2019",User bought The Walking Dead Steam Key GLOBAL,
67,Odkbrseller,77%Positive feedback|2806,#icon-positive,"May 18, 2019",User bought The Walking Dead Steam Key GLOBAL,Key worked perfectly and was ****ivered instantly.
68,Odkbrseller,77%Positive feedback|2806,#icon-negative,"May 17, 2019",User bought Minecraft: Windows 10 Edition Microsoft Key GLOBAL,code has been used
69,Odkbrseller,77%Positive feedback|2806,#icon-positive,"May 12, 2019",User bought Scribblenauts Unlimited Steam Key GLOBAL,
70,Odkbrseller,77%Positive feedback|2806,#icon-positive,"May 09, 2019",User bought Random 10 Keys Steam Key GLOBAL,
71,Odkbrseller,77%Positive feedback|2806,#icon-positive,"May 08, 2019",User bought Northmark: Hour of the Wolf STEAM CD-KEY GLOBAL,
72,Odkbrseller,77%Positive feedback|2806,#icon-negative,"May 06, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,i take two Random PREMIUM 5 Keys Steam Key GLOBAL. I have the same game twice
73,Odkbrseller,77%Positive feedback|2806,#icon-negative,"May 06, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,"no interesting games
"
74,Odkbrseller,77%Positive feedback|2806,#icon-negative,"May 06, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,"****ing terrible
"
75,Odkbrseller,77%Positive feedback|2806,#icon-negative,"May 06, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,**** this dude says premium but no. I got not 1 but two ****ing lego games. That **** wack bro 
76,Odkbrseller,77%Positive feedback|2806,#icon-negative,"May 06, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,
77,Odkbrseller,77%Positive feedback|2806,#icon-positive,"May 06, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,pretty good games
78,Odkbrseller,77%Positive feedback|2806,#icon-positive,"May 05, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,
79,Odkbrseller,77%Positive feedback|2806,#icon-negative,"May 05, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,all stupid games
80,Odkbrseller,77%Positive feedback|2806,#icon-negative,"May 05, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,
81,Odkbrseller,77%Positive feedback|2806,#icon-negative,"May 05, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,Really poor quality games
82,Odkbrseller,77%Positive feedback|2806,#icon-positive,"May 05, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,i bought this and a 10 key at the same time and the 10 key that was cheaper came with 3 games on this list
83,Odkbrseller,77%Positive feedback|2806,#icon-negative,"May 05, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,Juegos no recomendados
84,Odkbrseller,77%Positive feedback|2806,#icon-negative,"May 05, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,NO ME GUSTO QUIERO MI DINERO
85,Odkbrseller,77%Positive feedback|2806,#icon-positive,"May 05, 2019",User bought Crusader Kings II Steam Key GLOBAL,
86,Odkbrseller,77%Positive feedback|2806,#icon-positive,"May 03, 2019",User bought The Walking Dead Steam Key GLOBAL,noice 
87,Odkbrseller,77%Positive feedback|2806,#icon-positive,"May 03, 2019",User bought The Last Dream: Developer's Edition Steam Key GLOBAL,fast and positiv
88,Odkbrseller,77%Positive feedback|2806,#icon-positive,"May 03, 2019",User bought Sword of the Stars Complete Collection STEAM CD-KEY GLOBAL,Everything went fine. Good Seller. 👍
89,Odkbrseller,77%Positive feedback|2806,#icon-positive,"May 02, 2019",User bought Killing Floor Steam Key GLOBAL,
90,Odkbrseller,77%Positive feedback|2806,#icon-positive,"May 01, 2019",User bought Random 10 Keys Steam Key GLOBAL,
91,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Apr 24, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,its the same keys
92,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Apr 24, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,"only free games, ty for this fckng jocke :)"
93,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Apr 22, 2019",User bought Random PREMIUM 1 Key Steam Key GLOBAL,"Great Game, worth 13 d****rs and its a known ****le. Very Satisfied:D"
94,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Apr 22, 2019",User bought Random 10 Keys Steam Key GLOBAL,
95,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Apr 22, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,"got the same 5 games 2 times in a row
"
96,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Apr 21, 2019",User bought Minecraft: Windows 10 Edition Microsoft Key GLOBAL,"The key worked, thank you for the great deal! :)"
97,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Apr 21, 2019",User bought Minecraft: Windows 10 Edition Microsoft Key GLOBAL,The code purchased is invalid. I tried entering the code and it says the key has already been used.
98,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Apr 20, 2019",User bought Minecraft: Windows 10 Edition Microsoft Key GLOBAL,
99,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Apr 17, 2019",User bought Injustice: Gods Among Us - Ultimate Edition Steam Key GLOBAL,
100,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Apr 16, 2019",User bought Random PREMIUM 1 Key Steam Key GLOBAL,"is a bad game, im very disappointed"
101,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Apr 15, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,I got lego games very happy :D
102,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Apr 13, 2019",User bought Defender's Quest: Valley of the Forgotten CD-KEY STEAM GLOBAL,
103,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Apr 13, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,
104,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Apr 13, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,sick
105,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Apr 13, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,
106,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Apr 13, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,"i only got 4 keys when i payed for 5
"
107,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Apr 13, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,Awful games
108,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Apr 13, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,None of these seem interesting to me.
109,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Apr 12, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,
110,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Apr 12, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,
111,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Apr 12, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,ma doare in pl de jocurile voastre toxice
112,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Apr 09, 2019",User bought Minecraft: Windows 10 Edition Microsoft Key GLOBAL,good
113,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Apr 09, 2019",User bought Minecraft: Windows 10 Edition Microsoft Key GLOBAL,The code didn't work. When i went to the windows store it said the key has already been redeemed.
114,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Apr 08, 2019",User bought Minecraft: Windows 10 Edition Microsoft Key GLOBAL,
115,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Apr 08, 2019",User bought Minecraft: Windows 10 Edition Microsoft Key GLOBAL,
116,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Apr 08, 2019",User bought Minecraft: Windows 10 Edition Microsoft Key GLOBAL,
117,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Apr 06, 2019",User bought Random PREMIUM 1 Key Steam Key GLOBAL,A very big difference of price
118,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Apr 05, 2019",User bought Random 10 Keys Steam Key GLOBAL,wanna refund ngl
119,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Apr 03, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,meh games
120,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Apr 03, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,I got twice same keys
121,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Apr 03, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,
122,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Apr 03, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,
123,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Apr 03, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,Lots of repeats unfortunately 
124,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Apr 03, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,"""Premium?"" "
125,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Apr 03, 2019",User bought Random PREMIUM 1 Key Steam Key GLOBAL,I ALREADY HAVE THIS GAME FUUUUCK
126,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Apr 03, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,doodoo games
127,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Apr 02, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,
128,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Apr 02, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,
129,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Apr 02, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,"it was alright, dont know why i bought it to be honest"
130,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Apr 02, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,"gave me the games atleast
"
131,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Apr 02, 2019",User bought Random Steam Key GLOBAL 10 Keys,wont work
132,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Apr 01, 2019",User bought Random 10 Keys Steam Key GLOBAL,Klucze nie działają 
133,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Mar 30, 2019",User bought Runaway Express Mystery Steam Key GLOBAL,
134,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Mar 28, 2019",User bought Minecraft: Windows 10 Edition Microsoft Key GLOBAL,i got riped off says code dosent work
135,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Mar 28, 2019",User bought Random 10 Keys Steam Key GLOBAL,
136,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Mar 25, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,
137,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Mar 25, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,"how tf do i use it
"
138,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Mar 24, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,"uno codigo es invalido, especi****mente este ""BLVQD-P8M0V-822RIA"""
139,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Mar 24, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,Shit game
140,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Mar 23, 2019",User bought Crusader Kings II Steam Key GLOBAL,Thank you you are good person
141,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Mar 22, 2019",User bought Random 10 Keys Steam Key GLOBAL,
142,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Mar 22, 2019",User bought Random PREMIUM 1 Key Steam Key GLOBAL,Já tinha esse jogo mas tudo bem 
143,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Mar 22, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,
144,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Mar 21, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,
145,Odkbrseller,77%Positive feedback|2806,#icon-x,"Mar 21, 2019",User bought Crusader Kings II Steam Key GLOBAL,Auto rate changed.
146,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Mar 17, 2019",User bought Borderlands GOTY EDITION Steam Key GLOBAL,top!
147,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Mar 17, 2019",User bought The Walking Dead Steam Key GLOBAL,
148,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Mar 17, 2019",User bought Minecraft: Windows 10 Edition Microsoft Key GLOBAL,
149,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Mar 16, 2019",User bought Minecraft: Windows 10 Edition Microsoft Key GLOBAL,I was ****med
150,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Mar 16, 2019",User bought 5 Random STEAM PREMIUM CD-KEY,
151,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Mar 16, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,5 jeux a 1€ ....
152,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Mar 15, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,
153,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Mar 15, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,"wath games
"
154,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Mar 15, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,Nice no ****!
155,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Mar 15, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,
156,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Mar 15, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,"jeu uniquement en englais
"
157,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Mar 15, 2019",User bought Random PREMIUM 5 Keys Steam Key GLOBAL,bad games.
158,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Mar 13, 2019",User bought Killing Floor Steam Key GLOBAL,
159,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Mar 08, 2019",User bought Random 10 Keys Steam Key GLOBAL,good
160,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Mar 01, 2019",User bought Killing Floor 2 Steam Key GLOBAL,
161,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Feb 27, 2019",User bought Lockdown: Stand Alone VR Steam Key GLOBAL,
162,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Feb 25, 2019",User bought Killing Floor 2 Steam Key GLOBAL,
163,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Feb 21, 2019",User bought Random 10 Keys Steam Key GLOBAL,"I am not very excited about the games I acquired but for my first purchase I am satisfied, a fast and efficient service, I had no problems to exchange any of the keys"
164,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Feb 18, 2019",User bought Crusader Kings II Steam Key GLOBAL,
165,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Feb 18, 2019",User bought Crusader Kings II Steam Key GLOBAL,noice
166,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Feb 16, 2019",User bought Random 10 Keys Steam Key GLOBAL,What even are these games? All 2D Flappy Bird games. Rip off
167,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Feb 16, 2019",User bought Sid Meier's Civilization IV: The Complete Edition STEAM CD-KEY GLOBAL,
168,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Feb 14, 2019",User bought Drift Streets Japan Steam Key GLOBAL,"all is working
"
169,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Feb 11, 2019",User bought Random 10 Keys Steam Key GLOBAL,3 tims a same game
170,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Feb 04, 2019",User bought Random 10 Keys Steam Key GLOBAL,
171,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Jan 31, 2019",User bought Crusader Kings II Steam Key GLOBAL,
172,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Jan 29, 2019",User bought Random 10 Keys Steam Key GLOBAL,
173,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Jan 29, 2019",User bought Drift Streets Japan Steam Key GLOBAL,
174,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Jan 28, 2019",User bought Injustice: Gods Among Us - Ultimate Edition Steam Key GLOBAL,
175,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Jan 28, 2019",User bought Random 10 Keys Steam Key GLOBAL,duplicate key
176,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Jan 24, 2019",User bought Random 10 Keys Steam Key GLOBAL,
177,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Jan 23, 2019",User bought Random 10 Keys Steam Key GLOBAL,Estafador 1 key no funciona
178,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Jan 22, 2019",User bought Crusader Kings II Steam Key GLOBAL,
179,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Jan 22, 2019",User bought Random 10 Keys Steam Key GLOBAL,
180,Odkbrseller,77%Positive feedback|2806,#icon-negative,"Jan 21, 2019",User bought Random 10 Keys Steam Key GLOBAL,my code is invalide
181,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Jan 21, 2019",User bought Random 10 Keys Steam Key GLOBAL,
182,Odkbrseller,77%Positive feedback|2806,#icon-positive,"Jan 21, 2019",User bought The Evil Within Steam Key GLOBAL,
